"","Iteration","Num_Selected","Selected_Predictors","Sensitivity","Specificity","TP","TN","FP","FN"
"486",486,7,"P26, P72, P94, P143, P211, P256, P292",0.862745098039216,0.857142857142857,88,84,14,14
"487",487,9,"P32, P63, P91, P94, P143, P211, P244, P256, P292",0.890909090909091,0.855555555555556,98,77,13,12
"488",488,9,"P7, P63, P81, P91, P94, P143, P244, P256, P292",0.90625,0.817307692307692,87,85,19,9
"489",489,8,"P63, P72, P81, P91, P94, P143, P256, P292",0.903225806451613,0.831775700934579,84,89,18,9
"490",490,10,"P26, P32, P63, P81, P91, P94, P143, P244, P256, P292",0.910891089108911,0.898989898989899,92,89,10,9
"491",491,10,"P7, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.927835051546392,0.883495145631068,90,91,12,7
"492",492,7,"P63, P72, P81, P94, P143, P256, P292",0.814432989690722,0.883495145631068,79,91,12,18
"493",493,8,"P26, P32, P91, P94, P143, P244, P256, P292",0.84375,0.894230769230769,81,93,11,15
"494",494,7,"P26, P63, P81, P94, P143, P256, P292",0.827956989247312,0.813084112149533,77,87,20,16
"495",495,5,"P81, P94, P143, P256, P292",0.846153846153846,0.90625,88,87,9,16
"496",496,10,"P26, P32, P63, P81, P91, P94, P143, P244, P256, P292",0.887755102040816,0.852941176470588,87,87,15,11
"497",497,5,"P63, P94, P143, P256, P292",0.797752808988764,0.837837837837838,71,93,18,18
"498",498,10,"P7, P26, P32, P72, P94, P143, P211, P244, P256, P292",0.817204301075269,0.831775700934579,76,89,18,17
"499",499,12,"P26, P32, P63, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.884615384615385,0.90625,92,87,9,12
"500",500,9,"P26, P32, P72, P94, P143, P211, P244, P256, P292",0.855555555555556,0.863636363636364,77,95,15,13
"501",501,7,"P63, P81, P94, P143, P244, P256, P292",0.861386138613861,0.767676767676768,87,76,23,14
"502",502,8,"P32, P81, P91, P94, P143, P244, P256, P292",0.857142857142857,0.852941176470588,84,87,15,14
"503",503,10,"P26, P32, P63, P81, P94, P143, P211, P244, P256, P292",0.865979381443299,0.87378640776699,84,90,13,13
"504",504,9,"P26, P63, P81, P91, P94, P143, P244, P256, P292",0.882978723404255,0.858490566037736,83,91,15,11
"505",505,7,"P72, P81, P91, P94, P143, P256, P292",0.824561403508772,0.86046511627907,94,74,12,20
"506",506,7,"P32, P63, P72, P94, P143, P256, P292",0.864077669902913,0.876288659793814,89,85,12,14
"507",507,5,"P81, P94, P244, P256, P292",0.862745098039216,0.795918367346939,88,78,20,14
"508",508,6,"P63, P81, P94, P244, P256, P292",0.836363636363636,0.866666666666667,92,78,12,18
"509",509,9,"P63, P72, P81, P91, P94, P143, P244, P256, P292",0.898989898989899,0.821782178217822,89,83,18,10
"510",510,10,"P26, P32, P63, P81, P91, P94, P143, P244, P256, P292",0.911764705882353,0.86734693877551,93,85,13,9
"511",511,11,"P26, P63, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.913461538461538,0.885416666666667,95,85,11,9
"512",512,10,"P26, P32, P63, P72, P91, P94, P143, P244, P256, P292",0.869565217391304,0.87962962962963,80,95,13,12
"513",513,6,"P63, P81, P94, P143, P256, P292",0.824742268041237,0.825242718446602,80,85,18,17
"514",514,9,"P32, P63, P72, P91, P94, P143, P244, P256, P292",0.864583333333333,0.913461538461538,83,95,9,13
"515",515,11,"P7, P26, P32, P72, P81, P91, P94, P143, P244, P256, P292",0.926605504587156,0.879120879120879,101,80,11,8
"516",516,7,"P32, P72, P81, P91, P94, P256, P292",0.928571428571429,0.844827586206897,78,98,18,6
"517",517,8,"P32, P63, P72, P81, P94, P143, P256, P292",0.910891089108911,0.838383838383838,92,83,16,9
"518",518,7,"P72, P91, P94, P143, P244, P256, P292",0.86734693877551,0.88235294117647,85,90,12,13
"519",519,8,"P32, P63, P81, P94, P109, P143, P256, P292",0.80952380952381,0.810526315789474,85,77,18,20
"520",520,10,"P26, P32, P63, P72, P81, P94, P143, P244, P256, P292",0.925925925925926,0.891304347826087,100,82,10,8
"521",521,8,"P32, P81, P94, P143, P211, P244, P256, P292",0.878787878787879,0.831683168316832,87,84,17,12
"522",522,11,"P26, P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.903846153846154,0.84375,94,81,15,10
"523",523,9,"P26, P32, P63, P81, P94, P143, P244, P256, P292",0.887755102040816,0.843137254901961,87,86,16,11
"524",524,9,"P26, P32, P63, P81, P94, P143, P244, P256, P292",0.901098901098901,0.889908256880734,82,97,12,9
"525",525,9,"P26, P32, P63, P91, P94, P143, P244, P256, P292",0.833333333333333,0.854545454545454,75,94,16,15
"526",526,7,"P63, P72, P91, P94, P143, P256, P292",0.821782178217822,0.868686868686869,83,86,13,18
"527",527,7,"P63, P81, P94, P143, P244, P256, P292",0.893203883495146,0.804123711340206,92,78,19,11
"528",528,9,"P63, P72, P81, P91, P94, P143, P244, P256, P292",0.88235294117647,0.836734693877551,90,82,16,12
"529",529,7,"P26, P63, P94, P143, P244, P256, P292",0.842592592592593,0.83695652173913,91,77,15,17
"530",530,10,"P32, P63, P72, P81, P94, P143, P211, P244, P256, P292",0.894736842105263,0.80952380952381,85,85,20,10
"531",531,9,"P26, P63, P72, P81, P94, P143, P244, P256, P292",0.863157894736842,0.904761904761905,82,95,10,13
"532",532,12,"P7, P32, P43, P63, P72, P81, P94, P143, P211, P244, P256, P292",0.897959183673469,0.803921568627451,88,82,20,10
"533",533,11,"P26, P32, P63, P72, P81, P94, P109, P143, P211, P256, P292",0.86734693877551,0.862745098039216,85,88,14,13
"534",534,9,"P32, P63, P72, P81, P94, P143, P244, P256, P292",0.862385321100917,0.857142857142857,94,78,13,15
"535",535,8,"P26, P32, P81, P91, P94, P143, P256, P292",0.83,0.85,83,85,15,17
"536",536,7,"P63, P72, P91, P94, P143, P256, P292",0.855670103092783,0.83495145631068,83,86,17,14
"537",537,10,"P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.854368932038835,0.876288659793814,88,85,12,15
"538",538,11,"P32, P63, P72, P91, P94, P109, P143, P211, P244, P256, P292",0.923809523809524,0.863157894736842,97,82,13,8
"539",539,11,"P26, P32, P63, P81, P91, P94, P143, P211, P244, P256, P292",0.854545454545454,0.866666666666667,94,78,12,16
"540",540,7,"P32, P63, P81, P94, P143, P256, P292",0.865979381443299,0.912621359223301,84,94,9,13
"541",541,11,"P26, P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.923076923076923,0.935779816513762,84,102,7,7
"542",542,10,"P32, P63, P72, P81, P94, P143, P211, P244, P256, P292",0.852941176470588,0.86734693877551,87,85,13,15
"543",543,10,"P32, P63, P81, P91, P94, P143, P211, P244, P256, P292",0.857142857142857,0.892156862745098,84,91,11,14
"544",544,6,"P26, P81, P94, P143, P256, P292",0.804347826086957,0.833333333333333,74,90,18,18
"545",545,8,"P32, P63, P81, P94, P143, P244, P256, P292",0.852173913043478,0.847058823529412,98,72,13,17
"546",546,12,"P26, P32, P63, P72, P81, P91, P94, P109, P143, P244, P256, P292",0.948453608247423,0.912621359223301,92,94,9,5
"547",547,10,"P26, P32, P63, P81, P94, P143, P211, P244, P256, P292",0.876190476190476,0.852631578947368,92,81,14,13
"548",548,10,"P26, P32, P63, P72, P81, P94, P143, P244, P256, P292",0.857142857142857,0.872549019607843,84,89,13,14
"549",549,9,"P26, P72, P81, P94, P143, P211, P244, P256, P292",0.868131868131868,0.761467889908257,79,83,26,12
"550",550,9,"P26, P63, P72, P91, P94, P143, P244, P256, P292",0.923076923076923,0.84375,96,81,15,8
"551",551,9,"P26, P32, P72, P81, P94, P143, P244, P256, P292",0.87378640776699,0.855670103092783,90,83,14,13
"552",552,8,"P32, P72, P81, P94, P143, P211, P256, P292",0.835164835164835,0.889908256880734,76,97,12,15
"553",553,9,"P26, P32, P63, P81, P94, P143, P244, P256, P292",0.905263157894737,0.895238095238095,86,94,11,9
"554",554,10,"P26, P32, P63, P81, P91, P94, P143, P244, P256, P292",0.895652173913044,0.929411764705882,103,79,6,12
"555",555,9,"P32, P63, P72, P81, P94, P143, P244, P256, P292",0.833333333333333,0.880434782608696,90,81,11,18
"556",556,8,"P72, P81, P91, P94, P143, P244, P256, P292",0.852941176470588,0.887755102040816,87,87,11,15
"557",557,6,"P63, P81, P94, P244, P256, P292",0.825242718446602,0.793814432989691,85,77,20,18
"558",558,13,"P7, P26, P32, P63, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.858695652173913,0.898148148148148,79,97,11,13
"559",559,12,"P26, P32, P63, P72, P91, P94, P109, P143, P211, P244, P256, P292",0.879120879120879,0.889908256880734,80,97,12,11
"560",560,9,"P26, P32, P72, P81, P94, P143, P244, P256, P292",0.848484848484849,0.821782178217822,84,83,18,15
"561",561,9,"P26, P72, P81, P91, P94, P143, P244, P256, P292",0.849557522123894,0.896551724137931,96,78,9,17
"562",562,11,"P26, P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.853448275862069,0.892857142857143,99,75,9,17
"563",563,11,"P26, P32, P63, P72, P91, P94, P143, P211, P244, P256, P292",0.914893617021277,0.877358490566038,86,93,13,8
"564",564,10,"P26, P32, P63, P72, P81, P94, P143, P244, P256, P292",0.831578947368421,0.876190476190476,79,92,13,16
"565",565,9,"P26, P32, P63, P81, P94, P143, P244, P256, P292",0.903225806451613,0.841121495327103,84,90,17,9
"566",566,8,"P7, P63, P81, P94, P143, P244, P256, P292",0.843137254901961,0.836734693877551,86,82,16,16
"567",567,11,"P7, P26, P32, P63, P72, P81, P94, P143, P244, P256, P292",0.826923076923077,0.854166666666667,86,82,14,18
"568",568,10,"P26, P32, P63, P72, P91, P94, P143, P244, P256, P292",0.784313725490196,0.897959183673469,80,88,10,22
"569",569,6,"P26, P94, P143, P244, P256, P292",0.807692307692308,0.833333333333333,84,80,16,20
"570",570,10,"P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.94059405940594,0.898989898989899,95,89,10,6
"571",571,8,"P32, P63, P91, P94, P143, P244, P256, P292",0.923913043478261,0.861111111111111,85,93,15,7
"572",572,10,"P63, P72, P81, P91, P94, P109, P143, P244, P256, P292",0.89908256880734,0.857142857142857,98,78,13,11
"573",573,8,"P26, P81, P94, P143, P211, P244, P256, P292",0.855855855855856,0.853932584269663,95,76,13,16
"574",574,10,"P7, P32, P81, P91, P94, P143, P211, P244, P256, P292",0.861386138613861,0.818181818181818,87,81,18,14
"575",575,11,"P26, P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.903508771929825,0.86046511627907,103,74,12,11
"576",576,11,"P26, P63, P72, P81, P91, P94, P109, P143, P244, P256, P292",0.891891891891892,0.842696629213483,99,75,14,12
"577",577,4,"P91, P94, P256, P292",0.802325581395349,0.842105263157895,69,96,18,17
"578",578,5,"P32, P94, P244, P256, P292",0.8,0.85,80,85,15,20
"579",579,12,"P26, P32, P63, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.893617021276596,0.877358490566038,84,93,13,10
"580",580,10,"P26, P32, P43, P63, P81, P94, P143, P244, P256, P292",0.888888888888889,0.880434782608696,96,81,11,12
"581",581,6,"P63, P94, P143, P244, P256, P292",0.881188118811881,0.878787878787879,89,87,12,12
"582",582,9,"P32, P63, P72, P81, P94, P143, P244, P256, P292",0.916666666666667,0.817307692307692,88,85,19,8
"583",583,9,"P32, P63, P81, P91, P94, P143, P244, P256, P292",0.916666666666667,0.855769230769231,88,89,15,8
"584",584,6,"P63, P81, P94, P244, P256, P292",0.86,0.84,86,84,16,14
"585",585,9,"P26, P32, P63, P94, P109, P143, P244, P256, P292",0.806122448979592,0.833333333333333,79,85,17,19
"586",586,8,"P63, P72, P81, P94, P143, P244, P256, P292",0.858585858585859,0.801980198019802,85,81,20,14
"587",587,8,"P26, P63, P81, P94, P143, P244, P256, P292",0.908163265306122,0.852941176470588,89,87,15,9
"588",588,8,"P32, P63, P81, P94, P143, P211, P256, P292",0.902173913043478,0.777777777777778,83,84,24,9
"589",589,10,"P26, P32, P63, P81, P91, P94, P143, P244, P256, P292",0.876288659793814,0.87378640776699,85,90,13,12
"590",590,9,"P7, P26, P32, P63, P94, P143, P244, P256, P292",0.851485148514851,0.868686868686869,86,86,13,15
"591",591,9,"P32, P63, P72, P91, P94, P143, P244, P256, P292",0.905263157894737,0.857142857142857,86,90,15,9
"592",592,3,"P94, P256, P292",0.855769230769231,0.854166666666667,89,82,14,15
"593",593,7,"P72, P81, P94, P143, P244, P256, P292",0.826530612244898,0.872549019607843,81,89,13,17
"594",594,9,"P72, P81, P91, P94, P109, P143, P244, P256, P292",0.85981308411215,0.817204301075269,92,76,17,15
"595",595,6,"P26, P94, P143, P244, P256, P292",0.851485148514851,0.828282828282828,86,82,17,15
"596",596,10,"P26, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.90625,0.855769230769231,87,89,15,9
"597",597,9,"P26, P32, P63, P91, P94, P143, P244, P256, P292",0.892156862745098,0.918367346938776,91,90,8,11
"598",598,8,"P63, P81, P91, P94, P143, P244, P256, P292",0.85981308411215,0.827956989247312,92,77,16,15
"599",599,10,"P26, P32, P63, P72, P91, P94, P143, P244, P256, P292",0.774193548387097,0.962616822429907,72,103,4,21
"600",600,7,"P32, P63, P81, P94, P143, P256, P292",0.836734693877551,0.852941176470588,82,87,15,16
"601",601,10,"P26, P32, P63, P81, P91, P94, P143, P244, P256, P292",0.909090909090909,0.871287128712871,90,88,13,9
"602",602,10,"P26, P32, P63, P72, P81, P94, P143, P244, P256, P292",0.91,0.85,91,85,15,9
"603",603,8,"P43, P63, P81, P91, P94, P143, P256, P292",0.864077669902913,0.804123711340206,89,78,19,14
"604",604,11,"P32, P43, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.831578947368421,0.819047619047619,79,86,19,16
"605",605,9,"P32, P63, P81, P91, P94, P143, P244, P256, P292",0.897959183673469,0.862745098039216,88,88,14,10
"606",606,8,"P63, P72, P81, P94, P143, P244, P256, P292",0.877551020408163,0.892156862745098,86,91,11,12
"607",607,13,"P7, P26, P32, P63, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.89,0.9,89,90,10,11
"608",608,7,"P63, P81, P91, P94, P143, P256, P292",0.871287128712871,0.828282828282828,88,82,17,13
"609",609,5,"P81, P94, P109, P256, P292",0.81,0.87,81,87,13,19
"610",610,7,"P26, P72, P81, P94, P143, P256, P292",0.841584158415842,0.818181818181818,85,81,18,16
"611",611,10,"P26, P32, P63, P72, P81, P94, P143, P244, P256, P292",0.846153846153846,0.853211009174312,77,93,16,14
"612",612,10,"P26, P32, P72, P81, P91, P94, P143, P244, P256, P292",0.92156862745098,0.857142857142857,94,84,14,8
"613",613,12,"P26, P32, P63, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.931372549019608,0.928571428571429,95,91,7,7
"614",614,11,"P26, P32, P63, P72, P81, P91, P94, P143, P211, P256, P292",0.88659793814433,0.854368932038835,86,88,15,11
"615",615,9,"P32, P63, P72, P81, P94, P143, P244, P256, P292",0.831683168316832,0.828282828282828,84,82,17,17
"616",616,8,"P26, P32, P63, P91, P94, P143, P256, P292",0.872340425531915,0.849056603773585,82,90,16,12
"617",617,9,"P26, P63, P72, P81, P94, P109, P143, P256, P292",0.89,0.86,89,86,14,11
"618",618,9,"P32, P63, P72, P91, P94, P143, P244, P256, P292",0.892156862745098,0.908163265306122,91,89,9,11
"619",619,9,"P32, P63, P72, P81, P94, P143, P244, P256, P292",0.871559633027523,0.824175824175824,95,75,16,14
"620",620,7,"P63, P72, P81, P94, P143, P256, P292",0.838383838383838,0.831683168316832,83,84,17,16
"621",621,9,"P26, P32, P63, P81, P94, P143, P244, P256, P292",0.80952380952381,0.873684210526316,85,83,12,20
"622",622,9,"P26, P32, P63, P72, P94, P143, P244, P256, P292",0.827956989247312,0.897196261682243,77,96,11,16
"623",623,12,"P32, P43, P63, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.881188118811881,0.868686868686869,89,86,13,12
"624",624,12,"P32, P43, P63, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.903846153846154,0.854166666666667,94,82,14,10
"625",625,6,"P63, P94, P143, P244, P256, P292",0.83,0.8,83,80,20,17
"626",626,8,"P26, P32, P81, P94, P143, P244, P256, P292",0.88659793814433,0.815533980582524,86,84,19,11
"627",627,7,"P26, P63, P81, P94, P244, P256, P292",0.848484848484849,0.871287128712871,84,88,13,15
"628",628,11,"P26, P32, P81, P91, P94, P109, P143, P211, P244, P256, P292",0.867924528301887,0.893617021276596,92,84,10,14
"629",629,11,"P7, P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.893203883495146,0.835051546391753,92,81,16,11
"630",630,7,"P26, P63, P91, P94, P143, P256, P292",0.834782608695652,0.905882352941176,96,77,8,19
"631",631,12,"P26, P32, P63, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.90625,0.894230769230769,87,93,11,9
"632",632,7,"P32, P72, P94, P143, P244, P256, P292",0.839285714285714,0.886363636363636,94,78,10,18
"633",633,12,"P32, P63, P72, P81, P91, P94, P109, P143, P211, P244, P256, P292",0.892857142857143,0.875,100,77,11,12
"634",634,8,"P63, P72, P81, P94, P143, P244, P256, P292",0.842592592592593,0.858695652173913,91,79,13,17
"635",635,6,"P63, P81, P94, P244, P256, P292",0.836734693877551,0.843137254901961,82,86,16,16
"636",636,6,"P32, P81, P94, P244, P256, P292",0.868686868686869,0.811881188118812,86,82,19,13
"637",637,10,"P32, P63, P72, P81, P94, P143, P211, P244, P256, P292",0.931372549019608,0.887755102040816,95,87,11,7
"638",638,10,"P26, P32, P63, P81, P91, P94, P143, P244, P256, P292",0.916666666666667,0.903846153846154,88,94,10,8
"639",639,6,"P81, P91, P94, P143, P256, P292",0.861111111111111,0.847826086956522,93,78,14,15
"640",640,7,"P26, P81, P91, P94, P143, P256, P292",0.848484848484849,0.811881188118812,84,82,19,15
"641",641,7,"P32, P63, P81, P91, P94, P256, P292",0.898989898989899,0.881188118811881,89,89,12,10
"642",642,10,"P32, P63, P72, P81, P91, P94, P109, P143, P256, P292",0.885714285714286,0.88421052631579,93,84,11,12
"643",643,10,"P32, P63, P72, P81, P91, P94, P143, P211, P256, P292",0.916666666666667,0.788461538461538,88,82,22,8
"644",644,10,"P26, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.927835051546392,0.83495145631068,90,86,17,7
"645",645,5,"P63, P94, P143, P256, P292",0.905660377358491,0.829787234042553,96,78,16,10
"646",646,9,"P26, P63, P72, P81, P94, P143, P244, P256, P292",0.89,0.82,89,82,18,11
"647",647,12,"P7, P32, P63, P72, P81, P91, P94, P143, P211, P244, P256, P292",0.855855855855856,0.898876404494382,95,80,9,16
"648",648,10,"P32, P63, P72, P81, P94, P143, P211, P244, P256, P292",0.872727272727273,0.911111111111111,96,82,8,14
"649",649,7,"P26, P63, P94, P143, P244, P256, P292",0.876288659793814,0.825242718446602,85,85,18,12
"650",650,11,"P32, P63, P72, P81, P91, P94, P109, P143, P244, P256, P292",0.849557522123894,0.919540229885057,96,80,7,17
"651",651,11,"P26, P32, P63, P81, P91, P94, P143, P211, P244, P256, P292",0.892156862745098,0.877551020408163,91,86,12,11
"652",652,9,"P63, P72, P81, P91, P94, P143, P244, P256, P292",0.876190476190476,0.873684210526316,92,83,12,13
"653",653,5,"P81, P94, P143, P256, P292",0.85981308411215,0.827956989247312,92,77,16,15
"654",654,8,"P32, P63, P72, P91, P94, P143, P256, P292",0.89,0.93,89,93,7,11
"655",655,9,"P32, P81, P91, P94, P109, P143, P244, P256, P292",0.918604651162791,0.894736842105263,79,102,12,7
"656",656,9,"P26, P32, P63, P81, P94, P143, P244, P256, P292",0.890909090909091,0.855555555555556,98,77,13,12
"657",657,8,"P32, P63, P81, P91, P94, P143, P256, P292",0.854166666666667,0.836538461538462,82,87,17,14
"658",658,8,"P63, P72, P91, P94, P143, P244, P256, P292",0.913461538461538,0.864583333333333,95,83,13,9
"659",659,11,"P26, P32, P72, P81, P94, P109, P143, P211, P244, P256, P292",0.878504672897196,0.903225806451613,94,84,9,13
"660",660,8,"P32, P63, P81, P94, P143, P244, P256, P292",0.911764705882353,0.887755102040816,93,87,11,9
"661",661,11,"P7, P26, P32, P63, P72, P81, P94, P143, P244, P256, P292",0.86734693877551,0.892156862745098,85,91,11,13
"662",662,4,"P63, P94, P256, P292",0.87,0.85,87,85,15,13
"663",663,8,"P32, P63, P91, P94, P143, P244, P256, P292",0.903846153846154,0.875,94,84,12,10
"664",664,8,"P7, P32, P63, P81, P94, P244, P256, P292",0.865384615384615,0.864583333333333,90,83,13,14
"665",665,6,"P26, P81, P94, P143, P256, P292",0.815533980582524,0.835051546391753,84,81,16,19
"666",666,10,"P7, P26, P32, P63, P72, P81, P94, P143, P256, P292",0.86,0.84,86,84,16,14
"667",667,10,"P26, P32, P63, P72, P81, P94, P143, P244, P256, P292",0.875,0.855769230769231,84,89,15,12
"668",668,8,"P32, P63, P81, P94, P143, P244, P256, P292",0.883495145631068,0.896907216494845,91,87,10,12
"669",669,11,"P7, P26, P32, P43, P63, P91, P94, P143, P244, P256, P292",0.88421052631579,0.838095238095238,84,88,17,11
"670",670,9,"P32, P63, P72, P81, P94, P143, P244, P256, P292",0.881720430107527,0.822429906542056,82,88,19,11
"671",671,8,"P26, P72, P81, P94, P143, P244, P256, P292",0.88,0.8,88,80,20,12
"672",672,8,"P26, P63, P72, P94, P143, P244, P256, P292",0.892156862745098,0.857142857142857,91,84,14,11
"673",673,9,"P32, P81, P91, P94, P143, P211, P244, P256, P292",0.88659793814433,0.854368932038835,86,88,15,11
"674",674,9,"P63, P72, P91, P94, P143, P211, P244, P256, P292",0.843137254901961,0.857142857142857,86,84,14,16
"675",675,7,"P32, P91, P94, P143, P244, P256, P292",0.830188679245283,0.861702127659574,88,81,13,18
"676",676,10,"P26, P32, P63, P72, P81, P94, P143, P244, P256, P292",0.84,0.88,84,88,12,16
"677",677,8,"P26, P63, P81, P91, P94, P143, P256, P292",0.845360824742268,0.893203883495146,82,92,11,15
"678",678,5,"P32, P94, P143, P256, P292",0.894230769230769,0.864583333333333,93,83,13,11
"679",679,12,"P32, P63, P72, P81, P91, P94, P109, P143, P211, P244, P256, P292",0.88235294117647,0.86734693877551,90,85,13,12
"680",680,11,"P32, P63, P72, P81, P91, P94, P109, P143, P244, P256, P292",0.873684210526316,0.847619047619048,83,89,16,12
"681",681,9,"P32, P63, P72, P81, P94, P143, P244, P256, P292",0.84375,0.884615384615385,81,92,12,15
"682",682,7,"P63, P81, P91, P94, P143, P256, P292",0.841584158415842,0.838383838383838,85,83,16,16
"683",683,7,"P72, P94, P143, P211, P244, P256, P292",0.852941176470588,0.826530612244898,87,81,17,15
"684",684,5,"P63, P94, P143, P256, P292",0.854368932038835,0.835051546391753,88,81,16,15
"685",685,8,"P26, P63, P81, P94, P143, P244, P256, P292",0.828571428571429,0.863157894736842,87,82,13,18
"686",686,9,"P32, P63, P72, P81, P94, P143, P244, P256, P292",0.933333333333333,0.894736842105263,98,85,10,7
"687",687,9,"P26, P63, P72, P81, P94, P143, P244, P256, P292",0.866666666666667,0.894736842105263,91,85,10,14
"688",688,7,"P32, P81, P94, P143, P244, P256, P292",0.821782178217822,0.797979797979798,83,79,20,18
"689",689,9,"P26, P32, P63, P81, P94, P143, P244, P256, P292",0.890909090909091,0.811111111111111,98,73,17,12
"690",690,11,"P26, P32, P63, P81, P91, P94, P109, P143, P244, P256, P292",0.871559633027523,0.857142857142857,95,78,13,14
"691",691,8,"P32, P63, P91, P94, P143, P244, P256, P292",0.878787878787879,0.871287128712871,87,88,13,12
"692",692,8,"P32, P43, P91, P94, P143, P244, P256, P292",0.831775700934579,0.870967741935484,89,81,12,18
"693",693,7,"P63, P91, P94, P143, P244, P256, P292",0.836734693877551,0.813725490196078,82,83,19,16
"694",694,9,"P26, P32, P63, P91, P94, P143, P244, P256, P292",0.872549019607843,0.877551020408163,89,86,12,13
"695",695,9,"P32, P63, P91, P94, P109, P143, P244, P256, P292",0.893203883495146,0.865979381443299,92,84,13,11
"696",696,8,"P26, P63, P72, P81, P94, P143, P256, P292",0.861386138613861,0.878787878787879,87,87,12,14
"697",697,9,"P72, P81, P91, P94, P143, P211, P244, P256, P292",0.817204301075269,0.766355140186916,76,82,25,17
"698",698,9,"P26, P32, P63, P81, P94, P143, P244, P256, P292",0.831683168316832,0.868686868686869,84,86,13,17
"699",699,12,"P32, P63, P72, P81, P91, P94, P109, P143, P211, P244, P256, P292",0.92156862745098,0.928571428571429,94,91,7,8
"700",700,7,"P63, P81, P94, P143, P244, P256, P292",0.891089108910891,0.858585858585859,90,85,14,11
"701",701,11,"P26, P63, P72, P81, P91, P94, P109, P143, P211, P256, P292",0.918367346938776,0.892156862745098,90,91,11,8
"702",702,8,"P32, P72, P81, P91, P94, P211, P256, P292",0.814432989690722,0.815533980582524,79,84,19,18
"703",703,10,"P26, P32, P63, P72, P81, P91, P94, P143, P256, P292",0.852631578947368,0.876190476190476,81,92,13,14
"704",704,8,"P63, P81, P94, P143, P211, P244, P256, P292",0.86734693877551,0.892156862745098,85,91,11,13
"705",705,9,"P26, P32, P72, P91, P94, P143, P244, P256, P292",0.828282828282828,0.841584158415842,82,85,16,17
"706",706,8,"P32, P63, P72, P81, P94, P143, P256, P292",0.818181818181818,0.821782178217822,81,83,18,18
"707",707,6,"P63, P72, P94, P143, P256, P292",0.868686868686869,0.871287128712871,86,88,13,13
"708",708,7,"P26, P32, P94, P143, P244, P256, P292",0.852631578947368,0.819047619047619,81,86,19,14
"709",709,9,"P26, P32, P63, P91, P94, P143, P244, P256, P292",0.862745098039216,0.887755102040816,88,87,11,14
"710",710,7,"P63, P81, P91, P94, P143, P256, P292",0.875,0.798076923076923,84,83,21,12
"711",711,7,"P26, P32, P81, P94, P244, P256, P292",0.861386138613861,0.747474747474748,87,74,25,14
"712",712,7,"P26, P81, P94, P143, P244, P256, P292",0.836734693877551,0.813725490196078,82,83,19,16
"713",713,9,"P26, P32, P63, P72, P81, P94, P143, P256, P292",0.860215053763441,0.878504672897196,80,94,13,13
"714",714,7,"P26, P63, P91, P94, P143, P256, P292",0.83495145631068,0.865979381443299,86,84,13,17
"715",715,9,"P32, P63, P72, P81, P94, P143, P244, P256, P292",0.907407407407407,0.91304347826087,98,84,8,10
"716",716,8,"P26, P43, P91, P94, P143, P244, P256, P292",0.836734693877551,0.794117647058823,82,81,21,16
"717",717,9,"P63, P72, P81, P91, P94, P143, P244, P256, P292",0.86,0.84,86,84,16,14
"718",718,9,"P26, P32, P81, P94, P109, P143, P244, P256, P292",0.825688073394495,0.846153846153846,90,77,14,19
"719",719,9,"P32, P63, P81, P91, P94, P143, P244, P256, P292",0.885416666666667,0.865384615384615,85,90,14,11
"720",720,5,"P81, P94, P143, P256, P292",0.821052631578947,0.847619047619048,78,89,16,17
"721",721,9,"P63, P72, P91, P94, P143, P211, P244, P256, P292",0.883928571428571,0.784090909090909,99,69,19,13
"722",722,10,"P26, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.926315789473684,0.857142857142857,88,90,15,7
"723",723,10,"P32, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.888888888888889,0.831683168316832,88,84,17,11
"724",724,8,"P26, P32, P63, P94, P143, P244, P256, P292",0.841584158415842,0.868686868686869,85,86,13,16
"725",725,12,"P26, P32, P43, P63, P72, P81, P91, P94, P143, P244, P256, P292",0.902912621359223,0.835051546391753,93,81,16,10
"726",726,6,"P32, P94, P143, P244, P256, P292",0.754901960784314,0.86734693877551,77,85,13,25
"727",727,9,"P32, P63, P72, P81, P94, P143, P244, P256, P292",0.872340425531915,0.877358490566038,82,93,13,12
"728",728,10,"P26, P32, P72, P81, P94, P143, P211, P244, P256, P292",0.88,0.87,88,87,13,12
